?cls	?def
<http://purl.obolibrary.org/obo/UBERON_0001262>	"An anatomical wall that is part of a intestine [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0002028>	"The most posterior of the three principal regions of the brain. In mammals and birds the hindbrain is divided into a rostral metencephalon and a caudal myelencephalon. In zebrafish, with the exception of the cerebellum, the ventral remainder of the metencephalon can be separated only arbitrarily from the more caudal myelencephalic portion of the medulla oblongata (From: Neuroanatomy of the Zebrafish Brain)[ZFA]. Organ component of neuraxis that has as its parts the pons, cerebellum and medulla oblongata[FMA]."
<http://purl.obolibrary.org/obo/NBO_0020188>	"Movement directed to the detection of new resources."@en
<http://purl.obolibrary.org/obo/UBERON_0012242>	"the usually crescent-shaped opening of the urinary bladder into the urethra, placed at the anteroinferior angle (apex) of the urinary bladder trigone"
<http://purl.obolibrary.org/obo/UBERON_0004469>	"Any collection of muscles that is part of a back [Automatically generated definition]."
<http://purl.obolibrary.org/obo/NBO_0000577>	"\"A reflex that maintains body position and equilibrium either during rest or during movement.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0000486>	"Epithelium which consists of more than one layer of epithelial cells that may or may not be in contact with a basement membrane. Examples: keratinized stratified squamous epithelium, ciliated stratified columnar epithelium.[FMA]"
<http://purl.obolibrary.org/obo/GO_0002118>	"A behavioral interaction between organisms in which one organism has the intention of inflicting physical damage on another individual."
<http://purl.obolibrary.org/obo/UBERON_0004909>	"An epithelium surrounding a gonad."
<http://purl.obolibrary.org/obo/UBERON_0035550>	"Any of the veins carrying deoxygenated blood from the subcutaneous tissue layers."
<http://purl.obolibrary.org/obo/UBERON_0005162>	"A structure consisting of multiple cell components but which is not itself a cell and does not have (complete) cells as a part."
<http://purl.obolibrary.org/obo/UBERON_0003236>	"An epithelium that is part of a lower jaw [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0002346>	"Embryonic ectoderm that gives rise to nervous tissue."
<http://purl.obolibrary.org/obo/CHEBI_79389>	"Any inorganic anion with a valency of one."
<http://purl.obolibrary.org/obo/UBERON_0001948>	"A multi-tissue structure that is part of a spinal cord."
<http://purl.obolibrary.org/obo/UBERON_0004297>	"A blood vessel smooth muscle that is part of a respiratory system [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0004370>	"A transparent homogeneous acellular layer, 6 to 9 um thick, lying between the basal lamina of the outer layer of stratified epithelium and the substantia propria of the cornea; it is considered to be a basement membrane."
<http://purl.obolibrary.org/obo/UBERON_0008895>	"Subdivision of endoskeleton derived from pharyngeal arches"
<http://purl.obolibrary.org/obo/UBERON_0005720>	"A venous system that is part of a hindbrain."
<http://purl.obolibrary.org/obo/CHEBI_48218>	"A substance used locally on humans and other animals to destroy harmful microorganisms or to inhibit their activity (cf. disinfectants, which destroy microorganisms found on non-living objects, and antibiotics, which can be transported through the lymphatic system to destroy bacteria within the body)."
<http://purl.obolibrary.org/obo/UBERON_0003526>	"A capillary that is part of a respiratory system [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0003601>	"A cartilage that is part of a neck [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0007300>	"A blood vessel that is part of a pectoral appendage."
<http://purl.obolibrary.org/obo/UBERON_0007301>	"A blood vessel that is part of a limb/fin."
<http://purl.obolibrary.org/obo/UBERON_0000478>	"A multicellular anatomical structure that is associated with an embryo and derived from the zygote from which it develops, but which does not contribute to the embryo proper or to structures that are part of the same organism after embryogenesis."
<http://purl.obolibrary.org/obo/PATO_0002301>	"A quality that has a value that is decreased compared to normal or average."
<http://purl.obolibrary.org/obo/UBERON_0004291>	"A cone-like structure that is formed when myocardial progenitor cells of the heart field fuse at the midline. The heart rudiment is the first structure of the heart tube."
<http://purl.obolibrary.org/obo/UBERON_0004479>	"Any collection of muscles that is part of a trunk [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0003304>	"A blood island that is part of a mesoderm."
<http://purl.obolibrary.org/obo/CHEBI_35441>	"A substance used in the prophylaxis or therapy of infectious diseases."
<http://purl.obolibrary.org/obo/CHEBI_138000>	"An N-alkylpyrrolidine that consists of N-methylpyrrolidine bearing a pyridin-3-yl substituent at position 2."
<http://purl.obolibrary.org/obo/UBERON_0002443>	"A blood vessel that is part of a choroid [Automatically generated definition]."
<http://purl.obolibrary.org/obo/CHEBI_25944>	"Strictly, a substance intended to kill pests. In common usage, any substance used for controlling, preventing, or destroying animal, microbiological or plant pests."
<http://purl.obolibrary.org/obo/CHEBI_33232>	"Intended use of the molecular entity or part thereof by humans."
<http://purl.obolibrary.org/obo/UBERON_0000930>	"Anterior part of the embryonic digestive tract that develops into a mouth. The stomodeum includes as parts an invagination of the ectoderm and the stomodeal cavity."
<http://purl.obolibrary.org/obo/UBERON_0001084>	"A zone of skin that is part of a head [Automatically generated definition]."
<http://purl.obolibrary.org/obo/NBO_0000085>	"\"Emotional behavior related to a state of low mood  and aversion to activity.\" [wikipedia:Depression]"
<http://purl.obolibrary.org/obo/NBO_0000442>	"\"A reflex in which mucus containing foreign particles or irritants is expelled and the nasal cavity is cleanses.\" [wikipedia:Sneeze]"
<http://purl.obolibrary.org/obo/CHEBI_29340>	"A divalent inorganic anion resulting from the removal of two protons from ammonia."
<http://purl.obolibrary.org/obo/UBERON_0005418>	"A limb bud that develops into a hindlimb."
<http://purl.obolibrary.org/obo/UBERON_0000092>	"stage succeeding embryo, including mature structure"
<http://purl.obolibrary.org/obo/UBERON_0001585>	"A vein that carries deoxygenated blood from the upper half of the body into the right atrium of the heart."
<http://purl.obolibrary.org/obo/UBERON_0010883>	"A cartilaginous condensation that has the potential to develop into a forelimb bone."
<http://purl.obolibrary.org/obo/UBERON_0003133>	"An organ involved in reproduction"
<http://purl.obolibrary.org/obo/CHEBI_33598>	"A homocyclic compound in which all of the ring members are carbon atoms."
<http://purl.obolibrary.org/obo/UBERON_0005498>	"Multi-tissue structure that arises from the heart rudiment and will become the heart tube."
<http://purl.obolibrary.org/obo/UBERON_0007280>	"A presumptive structure that has the potential to develop into a endocardium."
<http://purl.obolibrary.org/obo/NBO_0020199>	"Become immobile and reduce other evidence of living state."@en
<http://purl.obolibrary.org/obo/NBO_0000022>	"\"Behavior associated with any process in an organism in which a relatively long-lasting adaptive behavioral change occurs as the result of experience.\" [wikipedia:Learning]"
<http://purl.obolibrary.org/obo/UBERON_0005234>	"An ectoderm that is part of a optic eminence [Automatically generated definition]."
<http://purl.obolibrary.org/obo/CHEBI_47867>	"Anything used in a scientific experiment to indicate the presence of a substance or quality, change in a body, etc."
<http://purl.obolibrary.org/obo/UBERON_0003568>	"A portion of connective tissue that is part of a neck [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0014401>	"Any member of the network of tubes that return blood from the renal tissues to the systemic circulation."
<http://purl.obolibrary.org/obo/UBERON_0003517>	"A blood vessel that is part of a kidney [Automatically generated definition]."
<http://purl.obolibrary.org/obo/UBERON_0003920>	"A blood vessel that carries blood from the capillaries toward the heart"
<http://purl.obolibrary.org/obo/UBERON_0035639>	"The parts of the orbital region that are outside of the the eyeball, including the lacrimal apparatus, the extraocular muscles and the eyelids, eyelashes, eyebrows and the conjunctiva"
<http://purl.obolibrary.org/obo/UBERON_0003084>	"Bilateral groups of cells consisting of three rows: one row of endocardial precursors medially and two rows of myocardical precursors laterally. The two populations fuse at the midline to form the heart rudiment or cone."
<http://purl.obolibrary.org/obo/GO_0050802>	"The part of the circadian sleep/wake cycle where the organism is asleep."
<http://purl.obolibrary.org/obo/CHEBI_33672>	"A bicyclic compound in which at least one of the rings contains at least one skeletal heteroatom."
<http://purl.obolibrary.org/obo/CHEBI_33636>	"A molecule that features two fused rings."
<http://purl.obolibrary.org/obo/NBO_0000166>	"\"Endogenously driven roughly 24-hour cycle in biochemical, physiological, or behavioral processes.\" [GOC:bf]"
<http://purl.obolibrary.org/obo/UBERON_0013701>	"A principle subdivision of an organism that includes all structures along the primary axis, typically the anterior-posterior axis, from head to tail, including structures of the body proper where present (for example, ribs), but excluding appendages."
<http://purl.obolibrary.org/obo/UBERON_0003570>	"A portion of connective tissue that is part of a respiratory system [Automatically generated definition]."
<http://purl.obolibrary.org/obo/GO_0032941>	"The controlled release of a substance by a tissue."
<http://purl.obolibrary.org/obo/CHEBI_22695>	"A molecular entity having an available pair of electrons capable of forming a covalent bond with a hydron (Bronsted base) or with the vacant orbital of some other molecular entity (Lewis base)."
<http://purl.obolibrary.org/obo/GO_0003014>	"A organ system process carried out by any of the organs or tissues of the renal system. The renal system maintains fluid balance, and contributes to electrolyte balance, acid/base balance, and disposal of nitrogenous waste products. In humans, the renal system comprises a pair of kidneys, a pair of ureters, urinary bladder, urethra, sphincter muscle and associated blood vessels; in other species, the renal system may comprise related structures (e.g., nephrocytes and malpighian tubules in Drosophila)."
