?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/UBERON_0006670>	"The three-lobed cloverleaf-shaped aponeurosis situated at the center of the diaphragm; the central tendon is fused with the fibrous pericardium that provides attachment for the muscle fibers."	"FMA:58279 VHOG:0001399 EMAPA:17702 NCIT:C34119 Wikipedia:Central_tendon_of_diaphragm SCTID:244943002"
<http://purl.obolibrary.org/obo/MAXO_0001254>	"Use of an imaging test that uses small amounts of radiation to produce pictures of skull."	
<http://purl.obolibrary.org/obo/CHEBI_26607>	"Any fatty acid containing no carbon to carbon multiple bonds. Known to produce adverse biological effects when ingested to excess."	
<http://purl.obolibrary.org/obo/MAXO_0000836>	"A measure of a patient's ability to clot, and how long it takes to clot."	"NCIT:C62662"
<http://purl.obolibrary.org/obo/CHEBI_33598>	"A homocyclic compound in which all of the ring members are carbon atoms."	
<http://purl.obolibrary.org/obo/MAXO_0000469>	"The process in which the nasal cavity is washed to flush out mucus and debrise from the nose and sinuses with water or saline."	
<http://purl.obolibrary.org/obo/MAXO_0001262>	"Addition of micronutrient to a diet for adequate and complete nutrition."	
<http://purl.obolibrary.org/obo/CHEBI_33706>	"A non-proteinogenic amino acid in which the amino group is located on the carbon atom at the position beta to the carboxy group."	
<http://purl.obolibrary.org/obo/UBERON_0003281>	"The portion of the primitive mesentery that encloses the stomach; from its dorsal sheet, the greater omentum develops, and from its ventral sheet, the lesser omentum."	"SCTID:261623000 VHOG:0000358 EMAPA:17024 EHDAA2:0001922 EHDAA:2999 MA:0001617"
<http://purl.obolibrary.org/obo/UBERON_0016880>	"Primordium that develops into the nervous system."	"AAO:0000477"
<http://purl.obolibrary.org/obo/MAXO_0000628>	"Use of an agent that modulates the physiologic angiogenesis process."	"CHEBI:50926"
<http://purl.obolibrary.org/obo/GO_0007620>	"The act of sexual union between male and female, involving the transfer of sperm."	
<http://purl.obolibrary.org/obo/UBERON_0003657>	"Any joint that is part of a (free) limb."	"FMA:321558 SCTID:312683002 EMAPA:36501 MA:0000691 galen:LimbJoint"
<http://purl.obolibrary.org/obo/MAXO_0001055>	"The surgical removal (cutting out) of part or all of gonad."	
<http://purl.obolibrary.org/obo/MAXO_0001561>	"A type of minimally invasive glaucoma surgery that increases trabecular outflow."	
<http://purl.obolibrary.org/obo/GO_0023051>	"Any process that modulates the frequency, rate or extent of a signaling process."	
<http://purl.obolibrary.org/obo/CL_0000623>	"A lymphocyte that can spontaneously kill a variety of target cells without prior antigenic activation via germline encoded activation receptors and also regulate immune responses via cytokine release and direct contact with other cells."	"MESH:D007694 FMA:63147 BTO:0004716 VHOG:0001697 BTO:0000914 CALOHA:TS-0664 FMA:83601"
<http://purl.obolibrary.org/obo/CHEBI_16995>	"An alpha,omega-dicarboxylic acid that is ethane substituted by carboxyl groups at positions 1 and 2."	"KNApSAcK:C00001198 HMDB:HMDB0002329 KEGG:C00209 PDBeChem:OXD MetaCyc:OXALATE Wikipedia:Oxalic_acid DrugBank:DB03902"
<http://purl.obolibrary.org/obo/CHEBI_1722>	"Any 3beta-hydroxy-steroid that contains a double bond between positions 5 and 6."	"MetaCyc:3b-hydroxy-D5-steroids KEGG:C03836"
<http://purl.obolibrary.org/obo/CHEBI_37808>	"A straight chain alkane composed of 4 carbon atoms."	"PDBeChem:NBU Wikipedia:Butane"
<http://purl.obolibrary.org/obo/GO_0001816>	"The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."	
<http://purl.obolibrary.org/obo/CHEBI_23045>		
<http://purl.obolibrary.org/obo/NCBITaxon_2759>		"PMID:30257078 GC_ID:1 PMID:23020233"
<http://purl.obolibrary.org/obo/CHEBI_13941>		
<http://purl.obolibrary.org/obo/CHEBI_29747>	"A bile acid anion that is the conjugate base of cholic acid."	
<http://purl.obolibrary.org/obo/MAXO_0000574>	"The process of gathering information regarding a person's medical history."	"NCIT:C146918"
<http://purl.obolibrary.org/obo/MAXO_0000930>	"The treatment of communication disorders (speech disorders and language disorders), cognitive-communication disorders, voice disorders, and swallowing disorders."	"NCIT:C159273"
<http://purl.obolibrary.org/obo/CHEBI_17891>	"A molecular entity that can transfer (\"donate\") an electron, a pair of electrons, an atom or a group to another molecular entity."	"KEGG:C01351"
<http://purl.obolibrary.org/obo/CL_0011115>	"A cell that, by division or terminal differentiation, can give rise to other cell types."	
<http://purl.obolibrary.org/obo/GO_0060632>	"Any process that modulates the rate, frequency, or extent of microtubule-based movement, the movement of organelles, other microtubules and other particles along microtubules, mediated by motor proteins."	
<http://purl.obolibrary.org/obo/CHEBI_35942>	"A substance used for its pharmacological action on any aspect of neurotransmitter systems. Neurotransmitter agents include agonists, antagonists, degradation inhibitors, uptake inhibitors, depleters, precursors, and modulators of receptor function."	
<http://purl.obolibrary.org/obo/MAXO_0000466>	"A minimally-invasive procedure that permits sampling of breast ductal fluids for cytopathologic analysis."	"NCIT:C51969"
<http://purl.obolibrary.org/obo/GO_0019752>	"The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."	
<http://purl.obolibrary.org/obo/HP_0005120>	"Any structural abnormality of a cardiac atrium."	"UMLS:C4025246"
<http://purl.obolibrary.org/obo/NCBITaxon_376913>		"GC_ID:1"
<http://purl.obolibrary.org/obo/MAXO_0000489>	"The act of assessing an individual's current temperature, heart rate, respiratory rate, pulse oxygenation, and blood pressure."	"NCIT:C49672"
<http://purl.obolibrary.org/obo/CHEBI_17578>	"The simplest member of the class toluenes consisting of a benzene core which bears a single methyl substituent."	"DrugBank:DB01900 KEGG:C01455 Wikipedia:Toluene PDBeChem:MBN"
<http://purl.obolibrary.org/obo/UBERON_0007005>	"The splanchnic mesoderm in the cardiogenic region where the heart develops; it gives rise to endocardial heart tubes that fuse to form the primordial cardiac tube, the heart primordium[web]. Two migratory heart primordia that move ventrally during the course of neurulation, and then fuse[XAO]."	"VHOG:0001641 SCTID:360387000 XAO:0000235 EHDAA2:0000214 EFO:0000315 BILA:0000051 FMA:293143 EHDAA:385 AAO:0011021"
<http://purl.obolibrary.org/obo/CHEBI_84735>	"Any eukaryotic metabolite produced during a metabolic reaction in algae including unicellular organisms like chlorella and diatoms to multicellular organisms like giant kelps and brown algae."	
<http://purl.obolibrary.org/obo/FOODON_03400129>	"Extract, concentrate or isolate derived from a food source through one or more refining steps (see *EXTRACT, CONCENTRATE OR ISOLATE OF PLANT OR ANIMAL*) and marketed as such. [FDA CFSAN 1995]"@en	"http://www.langual.org/langual_thesaurus.asp?termid=A0129"
<http://purl.obolibrary.org/obo/CHEBI_26523>	"Molecules or ions formed by the incomplete one-electron reduction of oxygen. They contribute to the microbicidal activity of phagocytes, regulation of signal transduction and gene expression, and the oxidative damage to biopolymers."	"Wikipedia:Reactive_oxygen_species"
<http://purl.obolibrary.org/obo/UBERON_0015063>	"An endochondral element that is part of a autopod region."	
<http://purl.obolibrary.org/obo/CHEBI_76713>	"A lyase inhibitor which inhibits the action of a C-N lyase (EC 4.3.*.*)."	
<http://purl.obolibrary.org/obo/MAXO_0001283>	"A surgery that fixes or mends fallopian tube."	
<http://purl.obolibrary.org/obo/MAXO_0001582>	"A procedure that involves applying 20% alcohol to the surface of the eye to treat roughened corneal surfaces, such as those caused by scarring. The alcohol loosens the surface cells' attachment, making them easier to remove."	
<http://purl.obolibrary.org/obo/PATO_0002062>		
<http://purl.obolibrary.org/obo/GO_1901137>	"The chemical reactions and pathways resulting in the formation of carbohydrate derivative."	
<http://purl.obolibrary.org/obo/GO_0005794>	"A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."	"NIF_Subcellular:sao451912436 Wikipedia:Golgi_apparatus"
<http://purl.obolibrary.org/obo/UBERON_4000013>	"Skeletal tissue that is mineralized."	"XAO:0004039 VSAO:0000013"
<http://purl.obolibrary.org/obo/MAXO_0035008>	"Use of an imaging test that uses small amounts of radiation to produce pictures of shoulder."	
<http://purl.obolibrary.org/obo/CHEBI_35481>	"A drug that has principally analgesic, antipyretic and anti-inflammatory actions. Non-narcotic analgesics do not bind to opioid receptors."	
<http://purl.obolibrary.org/obo/MAXO_0001086>	"The surgical removal (cutting out) of part or all of mammalian vulva."	
<http://purl.obolibrary.org/obo/MAXO_0001049>	"The surgical removal (cutting out) of part or all of hepatic diverticulum."	
<http://purl.obolibrary.org/obo/CHEBI_60027>	"A polymer is a mixture, which is composed of macromolecules of different kinds and which may be differentiated by composition, length, degree of branching etc.."	"Wikipedia:Polymer"
<http://purl.obolibrary.org/obo/MAXO_0010003>	"A medical requirement or recommendation of avoiding the consumption of fat or oil."	
<http://purl.obolibrary.org/obo/UBERON_0005497>		"EHDAA:257 ZFA:0001178 RETIRED_EHDAA2:0001273 XAO:0004091 EMAPA:16074 VHOG:0001372 TAO:0001178 EFO:0003643"
<http://purl.obolibrary.org/obo/CHEBI_38317>	"An EC 1.13.11.* (oxidoreductase acting on single donors and incorporating 2 atoms of oxygen) inhibitor that interferes with the activity of 4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)."	
<http://purl.obolibrary.org/obo/MAXO_0001545>	"A recommendation or requirement for a diet change that limits the amount of fluids a person can consume each day."	
<http://purl.obolibrary.org/obo/UBERON_0000077>	"An anatomical structure that develops from the endoderm and the mesoderm."	
<http://purl.obolibrary.org/obo/SO_0001063>	"An immature_peptide_region is the extent of the peptide after it has been translated and before any processing occurs."	
<http://purl.obolibrary.org/obo/CHEBI_17287>	"A phosphoamino acid consisting of creatine having a phospho group attached at the primary nitrogen of the guanidino group."	"Wikipedia:Phosphocreatine MetaCyc:CREATINE-P HMDB:HMDB0001511 KEGG:C02305"
<http://purl.obolibrary.org/obo/UBERON_0011965>	"In a saddle joint (sellar joint, articulation by reciprocal reception) the opposing surfaces are reciprocally concave-convex."	"Wikipedia:Saddle_joint SCTID:23059003 FMA:75298"
<http://purl.obolibrary.org/obo/NCBITaxon_32525>		"GC_ID:1"
<http://purl.obolibrary.org/obo/UBERON_0009196>		"EHDAA2:0004021"
<http://purl.obolibrary.org/obo/GO_0002312>	"The change in morphology and behavior of a mature or immature B cell during an immune response, resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."	
<http://purl.obolibrary.org/obo/UBERON_0011892>	"Front (ventral) portion of the vascular, pigmentary, or middle coat of the eye, including the ciliary body and the iris."	"SCTID:280656002"
<http://purl.obolibrary.org/obo/FOODON_03411213>		"http://www.langual.org/langual_thesaurus.asp?termid=B1213"
<http://purl.obolibrary.org/obo/MAXO_0000065>	"Sustained exercise that places an increased oxygen demand on the cardiovascular system and promotes an increased efficiency of the body's use of oxygen."	"NCIT:C39774"
<http://purl.obolibrary.org/obo/MAXO_0000924>	"The assessment of behavior in neonates."	"NCIT:C81314"
<http://purl.obolibrary.org/obo/MAXO_0009080>	"A medically necessary surgery performed to restore function and conventional appearance of breast. The surgery can correct deformities created by birth defects, trauma or medical conditions and is performed by a plastic surgeon."	
<http://purl.obolibrary.org/obo/UBERON_0002048>	"Respiration organ that develops as an outpocketing of the esophagus."	"EHDAA:2205 MAT:0000135 BTO:0000763 SCTID:181216001 MA:0000415 MESH:D008168 GAID:345 EHDAA:1554 EMAPA:16728 AAO:0010567 AAO:0000275 MIAA:0000135 EV:0100042 Wikipedia:Lung EHDAA2:0001042 CALOHA:TS-0568 XAO:0000119 NCIT:C12468 EFO:0000934 galen:Lung FMA:7195"
<http://purl.obolibrary.org/obo/CHEBI_27027>	"Any nutrient required in small quantities by organisms throughout their life in order to orchestrate a range of physiological functions."	"Wikipedia:Micronutrient"
<http://purl.obolibrary.org/obo/MAXO_0000787>	"The determination of the measured concentrations of chemical constituents of the blood by assay in a clinical laboratory."	"NCIT:C47868"
<http://purl.obolibrary.org/obo/CHEBI_76967>	"Any human metabolite produced by metabolism of a xenobiotic compound in humans."	
<http://purl.obolibrary.org/obo/UBERON_0002104>	"The sensory system subserving the sense of vision."	"http://uri.neuinfo.org/nif/nifstd/FMAID_7191 BILA:0000140 TAO:0001127 NCIT:C12888 MA:0002444 SCTID:281831001 FMA:7191 ZFA:0001127 AAO:0000632 XAO:0003198 Wikipedia:Visual_system EMAPA:36003"
<http://purl.obolibrary.org/obo/MAXO_0035099>	"The electroretinogram (ERG) is a diagnostic test that measures the electrical activity of the retina in response to a light stimulus."	
